LotID,Address,,Latitude,Longitude,GeocodeStatus
BM-02,344 N Abajo Peak Way,"[' Unit 2', ' Heber City', ' UT 84032']",40.5116009,-111.3871676,Success
BM-03,344 N Abajo Peak Way,"[' Unit 3', ' Heber City', ' UT 84032']",40.5116009,-111.3871676,Success
BN-01,354 N Abajo Peak Loop,"[' Unit 1', ' Heber City', ' UT 84032']",40.5119332,-111.3873566,Success
BN-02,354 N Abajo Peak Loop,"[' Unit 2', ' Heber City', ' UT 84032']",40.5119332,-111.3873566,Success
BN-03,354 N Abajo Peak Loop,"[' Unit 3', ' Heber City', ' UT 84032']",40.5119332,-111.3873566,Success
BO-01,368 N Abajo Peak Loop,"[' Unit 1', ' Heber City', ' UT 84032']",40.5122546,-111.3877374,Success
BO-02,368 N Abajo Peak Loop,"[' Unit 2', ' Heber City', ' UT 84032']",40.5122546,-111.3877374,Success
BO-03,368 N Abajo Peak Loop,"[' Unit 3', ' Heber City', ' UT 84032']",40.5122546,-111.3877374,Success
BP-01,392 N Abajo Peak Loop,"[' Unit 1', ' Heber City', ' UT 84032']",40.5125617,-111.3874271,Success
BP-02,392 N Abajo Peak Loop,"[' Unit 2', ' Heber City', ' UT 84032']",40.5125617,-111.3874271,Success
BP-03,392 N Abajo Peak Loop,"[' Unit 3', ' Heber City', ' UT 84032']",40.5125617,-111.3874271,Success
BQ-01,402 N Abajo Peak Loop,"[' Unit 1', ' Heber City', ' UT 84032']",40.5124785,-111.3869721,Success
BQ-02,402 N Abajo Peak Loop,"[' Unit 2', ' Heber City', ' UT 84032']",40.5124785,-111.3869721,Success
BQ-03,402 N Abajo Peak Loop,"[' Unit 3', ' Heber City', ' UT 84032']",40.5124785,-111.3869721,Success
CC-1,185 N Club Cabins Court,"[' Heber City', ' UT 84032']",40.5110191,-111.371308,Success
CC-10,141 N Club Cabins Court,"[' Heber City', ' UT 84032']",40.5101209,-111.3723652,Success
CC-11,133 N Club Cabins Court,"[' Heber City', ' UT 84032']",40.5098931,-111.3724767,Success
CC-12,113 N Club Cabins Court,"[' Heber City', ' UT 84032']",40.509663,-111.372761,Success
CC-13,105 N Club Cabins Court,"[' Heber City', ' UT 84032']",40.5094209,-111.3731454,Success
CC-13x,105 N Club Cabins Court,"[' Heber City', ' UT 84032']",40.5094209,-111.3731454,Success
CC-14x,95 N Club Cabins Court,"[' Heber City', ' UT 84032']",40.509153,-111.373185,Success
CC-15a,87 N Club Cabins Court,"[' Heber City', ' UT 84032']",40.5089214,-111.373287,Success
CC-16a,81 N Club Cabins Court,"[' Heber City', ' UT 84032']",40.5086988,-111.37316,Success
CC-17a,75 N Club Cabins Court,"[' Heber City', ' UT 84032']",40.5085024,-111.3731529,Success
CC-18a,73 N Club Cabins Court,"[' Heber City', ' UT 84032']",40.5082985,-111.3732357,Success
CC-19,71 N Club Cabins Court,"[' Heber City', ' UT 84032']",40.5080941,-111.37348,Success
CC-2,181 N Club Cabins Court,"[' Heber City', ' UT 84032']",40.5109043,-111.3713957,Success
CC-20,74 N Club Cabins Court,"[' Heber City', ' UT 84032']",40.5083151,-111.3726206,Success
CC-21,82 N Club Cabins Court,"[' Heber City', ' UT 84032']",40.508249,-111.372474,Success
CC-22,89 N Club Cabins Court,"[' Heber City', ' UT 84032']",40.5086306,-111.3725102,Success
CC-23,91 N Club Cabin Way,"[' Heber City', ' UT 84032']",40.5101687,-111.3719377,Success
CC-24,93 N Club Cabin Way,"[' Heber City', ' UT 84032']",40.5101687,-111.3719377,Success
CC-25,99 N Club Cabin Way,"[' Heber City', ' UT 84032']",40.5101687,-111.3719377,Success
CC-26,111 N Club Cabin Way,"[' Heber City', ' UT 84032']",40.5101687,-111.3719377,Success
CC-27,123 N Club Cabin Way,"[' Heber City', ' UT 84032']",40.5101687,-111.3719377,Success
CC-28,129 N Club Cabin Way,"[' Heber City', ' UT 84032']",40.5101687,-111.3719377,Success
CC-29,135 N Club Cabin Way,"[' Heber City', ' UT 84032']",40.5101687,-111.3719377,Success
CC-3,175 N Club Cabins Court,"[' Heber City', ' UT 84032']",40.5107851,-111.3714667,Success
CC-30,139 N Club Cabin Way,"[' Heber City', ' UT 84032']",40.5101687,-111.3719377,Success
CC-31,143 N Club Cabin Way,"[' Heber City', ' UT 84032']",40.5101687,-111.3719377,Success
CC-32,159 N Club Cabin Way,"[' Heber City', ' UT 84032']",40.5101687,-111.3719377,Success
CC-4,165 N Club Cabins Court,"[' Heber City', ' UT 84032']",40.5106006,-111.3716208,Success
CC-5,155 N Club Cabins Court,"[' Heber City', ' UT 84032']",40.5107459,-111.3721184,Success
CC-6,153 N Club Cabins Court,"[' Heber City', ' UT 84032']",40.5108238,-111.3724207,Success
CC-7,151 N Club Cabins Court,"[' Heber City', ' UT 84032']",40.5106667,-111.372631,Success
CC-8,147 N Club Cabins Court,"[' Heber City', ' UT 84032']",40.510443,-111.3727279,Success
CC-9,145 N Club Cabins Court,"[' Heber City', ' UT 84032']",40.5102916,-111.3725788,Success
CP-1,1896 E. Kings Peak Circle,"[' Heber City', ' UT 84032']",40.5092208,-111.3843168,Success
CP-10,1744 E. Kings Peak Circle,"[' Heber City', ' UT 84032']",40.5095366,-111.3866329,Success
CP-11,1730 E. Kings Peak Circle,"[' Heber City', ' UT 84032']",40.5096641,-111.3868341,Success
CP-12,1710 E. Kings Peak Circle,"[' Heber City', ' UT 84032']",40.5098584,-111.387101,Success
CP-13,1704 E. Kings Peak Circle,"[' Heber City', ' UT 84032']",40.5100273,-111.3874182,Success
CP-14,1702 E. Kings Peak Circle,"[' Heber City', ' UT 84032']",40.5102638,-111.3874229,Success
CP-15,1700 E. Kings Peak Circle,"[' Heber City', ' UT 84032']",40.5104587,-111.3872149,Success
CP-16,1701 E. Kings Peak Circle,"[' Heber City', ' UT 84032']",40.5071111,-111.8728545,Success
CP-17,1707 E. Kings Peak Circle,"[' Heber City', ' UT 84032']",40.5071111,-111.8728555,Success
CP-18,1717 E. Kings Peak Circle,"[' Heber City', ' UT 84032']",40.5071113,-111.8728571,Success
CP-19,1735 E. Kings Peak Circle,"[' Heber City', ' UT 84032']",40.5071115,-111.87286,Success
CP-2,1874 E. Kings Peak Circle,"[' Heber City', ' UT 84032']",40.5092091,-111.3845875,Success
CP-20,1751 E. Kings Peak Circle,"[' Heber City', ' UT 84032']",40.5071117,-111.8728626,Success
CP-21,1765 E. Kings Peak Circle,"[' Heber City', ' UT 84032']",40.5071118,-111.8728649,Success
CP2-1,2522 East Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
CP2-10,2632 East Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
CP2-11,2646 East Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
CP2-12,2662 East Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
CP-22,181 N. Kings Peak Court,"[' Heber City', ' UT 84032']",36.0262636,-115.0140408,Success
CP2-2,2536 East Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
CP-23,201 N Kings Peak Court,"[' Heber City', ' UT 84032']",36.0261906,-115.0140389,Success
CP2-3,2548 East Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
CP-24,223 N. Kings Peak Court,"[' Heber City', ' UT 84032']",36.0261906,-115.0140389,Success
CP2-4,2558 East Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
CP-25,245 N. Kings Peak Court,"[' Heber City', ' UT 84032']",36.0261906,-115.0140389,Success
CP2-5,2572 East Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
CP-26,261 N Kings Peak Court,"[' Heber City', ' UT 84032']",33.4848758,-111.7012052,Success
CP2-6,2582 East Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
CP-27,285 N. Kings Peak Court,"[' Heber City', ' UT 84032']",36.0261906,-115.0140389,Success
CP2-7,2594 East Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
CP-28,287 N. Kings Peak Court,"[' Heber City', ' UT 84032']",36.0261906,-115.0140389,Success
CP2-8,2606 East Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
CP-29,289 N. Kings Peak Court,"[' Heber City', ' UT 84032']",36.0261906,-115.0140389,Success
CP2-9,2618 East Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
CP-3,1850 E. Kings Peak Circle,"[' Heber City', ' UT 84032']",40.5092237,-111.3848605,Success
CP-30,288 N. Kings Peak Court,"[' Heber City', ' UT 84032']",33.4848758,-111.7012052,Success
CP-31,286 N. Kings Peak Court,"[' Heber City', ' UT 84032']",33.4848758,-111.7012052,Success
CP-32,272 N Kings Peak Court,"[' Heber City', ' UT 84032']",33.4848758,-111.7012052,Success
CP-33,252 N. Kings Peak Court,"[' Heber City', ' UT 84032']",33.4848758,-111.7012052,Success
CP-34,236 N. Kings Peak Court,"[' Heber City', ' UT 84032']",36.0261906,-115.0140389,Success
CP-35,220 N. Kings Peak Court,"[' Heber City', ' UT 84032']",36.0261906,-115.0140389,Success
CP-36,206 N. Kings Peak Court,"[' Heber City', ' UT 84032']",36.0261906,-115.0140389,Success
CP-37,194 N. Kings Peak Court,"[' Heber City', ' UT 84032']",36.0262291,-115.0140399,Success
CP-38,180 N. Kings Peak Court,"[' Heber City', ' UT 84032']",36.0263084,-115.0140415,Success
CP-39,1857 E. Kings Peak Circle,"[' Heber City', ' UT 84032']",40.5071129,-111.8728798,Success
CP-4,1830 E. Kings Peak Circle,"[' Heber City', ' UT 84032']",40.5092287,-111.3851195,Success
CP-40,1881 E. Kings Peak Circle,"[' Heber City', ' UT 84032']",40.5071132,-111.8728837,Success
CP-41,1905 E. Kings Peak Circle,"[' Heber City', ' UT 84032']",40.5071135,-111.8728876,Success
CP-5,1808 E. Kings Peak Circle,"[' Heber City', ' UT 84032']",40.5092182,-111.3853843,Success
CP-6,1790 E. Kings Peak Circle,"[' Heber City', ' UT 84032']",40.5092335,-111.3856635,Success
CP-7,1780 E. Kings Peak Circle,"[' Heber City', ' UT 84032']",40.5093064,-111.3859044,Success
CP-8,1766 E. Kings Peak Circle,"[' Heber City', ' UT 84032']",40.5093386,-111.3861704,Success
CP-9,1754 E. Kings Peak Circle,"[' Heber City', ' UT 84032']",40.5093946,-111.386437,Success
JH-1,2268 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5141449,-111.3766049,Success
JH-10,2446 E Flat Top Mountain Drive,"[' Heber City', ' UT 84032']",40.5150182,-111.3759828,Success
JH-11,2339 E Red Knob Way ,"[' Heber City', ' UT 84032']",40.5141449,-111.3766049,Success
JH-12,2407 E Red Knob Way ,"[' Heber City', ' UT 84032']",40.5137876,-111.3756256,Success
JH-13,2391 E Red Knob Way ,"[' Heber City', ' UT 84032']",40.5137841,-111.3762061,Success
JH-14,2352 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5141449,-111.3766049,Success
JH-15,2362 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5140436,-111.3766003,Success
JH-16,2364 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5140233,-111.3765994,Success
JH-17,2366 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5140039,-111.3765925,Success
JH-18,2374 E Red Knob Way,"[' Heber City', ' UT 84032']",40.513928,-111.3765552,Success
JH-19,2396 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5138046,-111.3760878,Success
JH-2,2272 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5141449,-111.3766049,Success
JH-20,2418 E Red Knob Way,"[' Heber City', ' UT 84032']",40.514642,-111.3752995,Success
JH-21,2434 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5142578,-111.3751944,Success
JH-3,2278 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5141449,-111.3766049,Success
JH-4,2318 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5141449,-111.3766049,Success
JH-5,2316 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5141449,-111.3766049,Success
JH-6,2285 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5141449,-111.3766049,Success
JH-7,2293 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5141449,-111.3766049,Success
JH-8,2303 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5141449,-111.3766049,Success
JH-9,2317 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5141449,-111.3766049,Success
TV-10D,1642 E.Abajo Peak Court,"[' Heber City', ' UT 84032']",40.5106115,-111.3888674,Success
TV-11,284 North Abajo Peak Way,"[' Heber City', ' UT 84032']",40.5108211,-111.3877754,Success
TV-12,292 North Abajo Peak Way,"[' Heber City', ' UT 84032']",40.5108721,-111.3877427,Success
TV-13,302 North Abajo Peak Way,"[' Heber City', ' UT 84032']",,,Error: ZERO_RESULTS
TV-14,308 North Abajo Peak Way,"[' Heber City', ' UT 84032']",40.5111527,-111.3875459,Success
TV-15,324 N Abajo Peak Way,"[' Heber City', ' UT 84032']",40.5113058,-111.3874463,Success
TV-16,332 N Abajo Peak Way,"[' Heber City', ' UT 84032']",40.5114015,-111.3873676,Success
TV-17,1664 East Abajo Peak Circle,"[' Heber City', ' UT 84032']",40.511144,-111.388142,Success
TV-18,1654 East Abajo Peak Circle,"[' Heber City', ' UT 84032']",40.511185,-111.388251,Success
TV-19,1644 E Abajo Peak Circle,"[' Heber City', ' UT 84032']",40.5113031,-111.388377,Success
TV-1D,232 N Abajo Peak Way,"[' Heber City', ' UT 84032']",40.5103457,-111.3880774,Success
TV-20,1634 E Abajo Peak Circle,"[' Heber City', ' UT 84032']",40.5113148,-111.3885897,Success
TV-21,1626 E Abajo Peak Circle,"[' Heber City', ' UT 84032']",40.5113799,-111.3887983,Success
TV-22,1624 E Abajo Peak Circle,"[' Heber City', ' UT 84032']",40.5114846,-111.3888636,Success
TV-23,1622 E Abajo Peak Circle,"[' Heber City', ' UT 84032']",40.5117039,-111.388904,Success
TV-24,1621 E Abajo Peak Circle,"[' Heber City', ' UT 84032']",40.511816,-111.388916,Success
TV-25,1623 E Abajo Peak Circle,"[' Heber City', ' UT 84032']",40.5118681,-111.3886038,Success
TV-26,1625 E Abajo Peak Circle,"[' Heber City', ' UT 84032']",40.511843,-111.3884415,Success
TV-27,1629 E Abajo Peak Circle,"[' Heber City', ' UT 84032']",40.5117447,-111.3882388,Success
TV-28,1639 E Abajo Peak Circle,"[' Heber City', ' UT 84032']",40.511678,-111.388186,Success
TV-29,1655 East Abajo Peak Circle,"[' Heber City', ' UT 84032']",40.5115138,-111.3879982,Success
TV-2D,254 N Abajo Peak Way,"[' Heber City', ' UT 84032']",40.5105342,-111.3879624,Success
TV-30,1665 East Abajo Peak Circle,"[' Heber City', ' UT 84032']",40.5114379,-111.3878964,Success
TV-3D,1639 E. Abajo Peak Court,"[' Heber City', ' UT 84032']",40.5107483,-111.3882802,Success
TV-4D,1629 E. Abajo Peak Court,"[' Heber City', ' UT 84032']",40.5108103,-111.3884613,Success
TV-5D,1623 E. Abajo Peak Court,"[' Heber City', ' UT 84032']",40.5107728,-111.3883554,Success
TV-6D,1621 E. Abajo Peak Court,"[' Heber City', ' UT 84032']",40.5117839,-111.3889574,Success
TV-7D,1622 E. Abajo Peak Court,"[' Heber City', ' UT 84032']",40.510958,-111.3886797,Success
TV-8D,1624 E. Abajo Peak Court,"[' Heber City', ' UT 84032']",40.5109272,-111.3888523,Success
TV-9D,1632 E.Abajo Peak Court,"[' Heber City', ' UT 84032']",40.510497,-111.3886759,Success
VC-01,364 N Red Ledges Village Way,"[' Heber City', ' UT 84032']",40.5118827,-111.383293,Success
VC-02,368 N Red Ledges Village Way,"[' Heber City', ' UT 84032']",40.5084564,-111.3835962,Success
VC-03,412 N Red Ledges Village Way,"[' Heber City', ' UT 84032']",40.5084564,-111.3835962,Success
VC-05,416 N Red Ledges Village Way,"[' Heber City', ' UT 84032']",40.5084564,-111.3835962,Success
VC-06,418 N Red Ledges Village Way,"[' Heber City', ' UT 84032']",40.5084564,-111.3835962,Success
VC-07,442 N Red Ledges Village Way,"[' Heber City', ' UT 84032']",40.5084564,-111.3835962,Success
VC-08,446 N Red Ledges Village Way,"[' Heber City', ' UT 84032']",40.5084564,-111.3835962,Success
VC-09,472 N Red Ledges Village Way,"[' Heber City', ' UT 84032']",40.5084564,-111.3835962,Success
VC-10,478 N Red Ledges Village Way,"[' Heber City', ' UT 84032']",40.5084564,-111.3835962,Success
VC-11,502 N Red Ledges Village Way,"[' Heber City', ' UT 84032']",40.5084564,-111.3835962,Success
VC-12,504 N Red Ledges Village Way,"[' Heber City', ' UT 84032']",40.5084564,-111.3835962,Success
VC-13,552 N Red Ledges Village Way,"[' Heber City', ' UT 84032']",40.5084564,-111.3835962,Success
VC-14,554 N Red Ledges Village Way,"[' Heber City', ' UT 84032']",40.5084564,-111.3835962,Success
VC-17,515 N Red Ledges Village Way,"[' Heber City', ' UT 84032']",40.5084564,-111.3835962,Success
VC-19,475 N Red Ledges Village Way,"[' Heber City', ' UT 84032']",40.5084564,-111.3835962,Success
